,rating,title,year,id,imdbid
225,2,While the City Sleeps,1928,2017,0019571
226,2,"Man Who Laughs, The",1928,2021,0019130
227,1,"Crowd, The",1928,5912,0018806
228,2,"Docks of New York, The",1928,5984,0018839
229,2,Our Dancing Daughters,1928,9314,0019237
239,1,"Blue Angel, The",1930,1315,0020697
240,0,All Quiet on the Western Front,1930,1316,0020629
241,3,Anna Christie,1930,1326,0020641
242,3,Ladies of Leisure,1930,3713,0021040
243,0,L&#39;Age d&#39;Or,1930,3871,0021577
244,1,Morocco,1930,3865,0021156
245,3,Min and Bill,1930,3927,0021148
246,2,Be Yourself,1930,4253,0020670
247,3,"Bat Whispers, The",1930,6782,0020668
248,3,Murder!,1930,7291,0021165
249,3,Animal Crackers,1930,8463,0020640
250,3,M,1931,610,0022100
251,3,M&auml;dchen in Uniform,1931,628,0022183
252,3,Night Nurse,1931,636,0022208
253,1,Frankenstein,1931,1317,0021884
254,3,Anna Christie,1931,1327,0020642
255,3,Mata Hari,1931,1333,0023196
256,0,Tabu: A Story of the South Seas,1931,1633,0022458
257,3,Indiscreet,1931,1828,0022000
258,0,"Last Flight, The",1931,1956,0022054
259,0,Pardon Us,1931,1974,0022251
260,2,Dracula,1931,1985,0021814
261,1,Monkey Business,1931,2384,0022158
262,3,City Lights,1931,2705,0021749
263,2,"Smiling Lieutenant, The",1931,4243,0022074
264,3,"Cheat, The",1931,5741,0021735
265,3,"Public Enemy, The",1931,5934,0022286
266,3,La Chienne,1931,6030,0021739
267,1,A Nous la Liberte,1931,6031,0022599
268,1,Little Caesar,1931,6043,0021079
269,3,"Skin Game, The",1931,7294,0022395
270,2,Rich and Strange [East of Shanghai],1931,7296,0023395
271,3,Dracula,1931,8213,0021815
272,3,Cimarron,1931,8467,0021746
273,1,Hyppolit a lakaj,1931,8557,0021985
274,3,Skippy,1931,9095,0022397
275,1,"Champ, The",1931,9110,0021730
276,1,I Am a Fugitive from a Chain Gang,1932,1318,0023042
277,3,Grand Hotel,1932,1328,0022958
278,2,"Age of Consent, The",1932,1983,0022614
279,1,Horse Feathers,1932,2383,0023027
280,0,White Zombie,1932,2550,0023694
281,1,Boudu Saved from Drowning,1932,2767,0022718
282,1,"I Was Born, But...",1932,3530,0023634
283,0,"Most Dangerous Game, The",1932,3658,0023238
284,2,Freaks,1932,3659,0022913
285,1,Island of Lost Souls,1932,3844,0024188
286,3,"Old Dark House, The",1932,4775,0023293
287,3,Merrily We Go to Hell,1932,5742,0023213
288,2,"Girl from Calgary, The",1932,5783,0022940
289,3,Vampyr,1932,5910,0023649
290,3,Shanghai Express,1932,5929,0023458
291,3,Three on a Match,1932,6051,0023590
292,2,Love Me Tonight,1932,6052,0023158
293,1,Scarface,1932,6063,0023427
294,3,Red-Headed Woman,1932,6092,0023385
295,1,"Death Kiss, The",1932,6176,0023935
296,3,Thirteen Women,1932,6852,0023582
297,1,"Blue Light (Das Blaue Licht), The",1932,6990,0022694
298,0,Number 17,1932,7301,0023285
299,3,"Bitter Tea of General Yen, The",1932,10705,0023814
300,3,Footlight Parade,1933,802,0024028
301,3,Queen Christina,1933,1330,0024481
302,1,"Private Life of Henry VIII., The",1933,1248,0024473
303,0,King Kong,1933,2229,0024216
304,3,Little Women,1933,2231,0024264
305,3,Alice in Wonderland,1933,3188,0023753
306,3,"Vampire Bat, The",1933,3210,0024727
307,3,42nd Street,1933,4335,0024034
308,3,Day of Reckoning,1933,5029,0023932
309,1,Duck Soup,1933,5185,0023969
310,3,Tomorrow at Seven,1933,5752,0024679
311,3,Gold Diggers of 1933,1933,5916,0024069
312,3,Female,1933,6056,0024008
313,3,A Study in Scarlet,1933,6193,0024625
314,0,"Peanut Vendor, The",1933,6205,0024432
315,1,"Invisible Man, The",1933,7450,0024184
316,3,Baby Face,1933,7528,0023775
317,1,Design for Living,1933,8346,0023940
318,3,Cavalcade,1933,8477,0023876
319,1,"Kennel Murder Case, The",1933,10492,0024210
320,2,She Done Him Wrong,1933,10702,0024548
321,3,Sons of the Desert,1933,10714,0024601
322,3,It Happened One Night,1934,621,0025316
323,1,"Cat&#39;s-Paw, The",1934,1324,0024961
324,3,"Scarlet Empress, The",1934,1325,0025746
325,1,"Painted Veil, The",1934,1329,0025617
326,1,"Count of Monte Cristo, The",1934,1246,0025004
327,1,Cleopatra,1934,1270,0024991
328,1,Of Human Bondage,1934,1379,0025586
329,0,L&#39;atalante,1934,1795,0024844
330,0,"Lost Patrol, The",1934,1969,0025423
331,3,Spitfire,1934,4443,0025822
332,3,Maniac,1934,4702,0025465
333,3,Anne of Green Gables,1934,5319,0024831
334,2,Lost in the Stratosphere,1934,5523,0025424
335,3,Search for Beauty,1934,5821,0025755
336,3,Evelyn Prentice,1934,6772,0025091
337,3,"Man Who Knew Too Much, The",1934,7304,0025452
338,3,Imitation of Life,1934,7999,0025301
339,0,Mystery Liner,1934,8653,0025543
340,3,It&#39;s a Gift,1934,10824,0025318
341,2,Top Hat,1935,595,0027125
342,3,"39 Steps, The",1935,1242,0026029
343,2,Anna Karenina,1935,1261,0026071
344,1,Mutiny on the Bounty,1935,1361,0026752
345,3,Naughty Marietta,1935,1685,0026768
346,3,Roberta,1935,2362,0026942
347,3,Magnificent Obsession,1935,2756,0026667
348,1,A Night At The Opera,1935,3881,0026778
349,3,"Bride of Frankenstein, The",1935,3891,0026138
350,2,"Lady in Scarlet, The",1935,5750,0026599
351,2,"Riverside Murder, The",1935,5913,0026939
352,2,Mad Love,1935,7998,0026663
353,1,Swing Time,1936,596,0028333
354,0,Modern Times,1936,1323,0027977
355,1,"Charge of the Light Brigade, The",1936,1237,0027438
356,1,San Francisco,1936,1359,0028216
357,2,Wife vs. Secretary,1936,1360,0028505
358,3,"Petrified Forest, The",1936,1369,0028096
359,3,Mr. Deeds Goes to Town,1936,1992,0027996
360,3,Born to Dance,1936,2363,0027387
361,0,Revolt of the Zombies,1936,2554,0028174
362,1,Earthworm Tractors,1936,2699,0027562
363,3,Osaka Elegy,1936,2853,0028021
364,3,Theodora Goes Wild,1936,3280,0028355
365,3,"Great Ziegfeld, The",1936,3401,0027698
366,3,"Mandarin Mystery, The",1936,3548,0029207
367,3,"Only Son, The",1936,3560,0027752
368,3,Camille,1936,3598,0028683
369,3,Pennies from Heaven,1936,4010,0028092
370,3,Romeo and Juliet,1936,4069,0028203
371,3,Bullets or Ballots,1936,4143,0027407
372,2,My Man Godfrey,1936,5852,0028010
373,3,Sabotage,1936,5926,0028212
374,2,Fury,1936,6096,0027652
375,3,Murder at Glen Athol,1936,6174,0028000
376,0,Il caso Valdemar,1936,6210,3427056
377,2,These Three,1936,7227,0028356
378,3,Secret Agent,1936,7308,0028231
379,3,Dracula&#39;s Daughter,1936,7992,0027545
380,1,Shall We Dance,1937,597,0029546
381,3,Stage Door,1937,631,0029604
382,3,Stella Dallas,1937,795,0029608
383,2,Conquest,1937,1332,0028739
384,2,Topper,1937,1335,0029682
385,2,Lost Horizon,1937,1336,0029162
386,1,"Prisoner of Zenda, The",1937,1240,0029442
387,2,Knight Without Armor,1937,1244,0029087
388,2,Parnell,1937,1358,0029377
389,3,Snow White and the Seven Dwarfs,1937,1976,0029583
390,2,A Day at the Races,1937,2382,0028772
391,0,Nothing Sacred,1937,3968,0029322
392,3,Make Way for Tomorrow,1937,4255,0029192
393,1,Murder at the Baskervilles (Silver Blaze),1937,5617,0029565
394,2,Pepe le Moko,1937,5740,0029453
395,3,"Awful Truth, The",1937,6554,0028597
396,3,"Girl Was Young, The",1937,7317,0029811
397,3,Marked Woman,1937,7877,0029217
398,3,"Bizarre, Bizarre",1937,8473,0027552
399,1,"Life of Emile Zola, The",1937,8478,0029146
400,3,Wee Willie Winkie,1937,10352,0029751
401,0,Captains Courageous,1937,10838,0028691
402,2,Carefree,1938,594,0029971
403,3,"Lady Vanishes, The",1938,620,0030341
404,3,Holiday,1938,994,0030241
405,0,"Dawn Patrol, The",1938,1238,0030044
406,2,Jezebel,1938,1367,0030287
407,2,"Sisters, The",1938,1378,0030755
408,0,Boys Town,1938,2467,0029942
409,1,"Mr. Wong, Detective",1938,2590,0030473
410,2,"Adventures of Robin Hood, The",1938,3103,0029843
411,2,Bluebeard&#39;s Eighth Wife,1938,3283,0029929
412,3,Bringing Up Baby,1938,3400,0029947
413,3,Four Daughters,1938,3951,0030149
414,3,"Mad Miss Manton, The",1938,4495,0030396
415,1,"Baker&#39;s Wife, The",1938,6042,0030127
416,1,Angels with Dirty Faces,1938,7290,0029870
417,3,"Wizard of Oz, The",1939,174,0032138
418,3,Gone with the Wind,1939,291,0031381
419,2,Dodge City,1939,383,0031235
420,3,"Women, The",1939,588,0032143
421,3,Stagecoach,1939,593,0031971
422,2,Wuthering Heights,1939,1239,0032145
423,2,"Goodbye, Mr. Chips",1939,1245,0031385
424,3,Ninotchka,1939,1259,0031725
425,2,Juarez,1939,1368,0031516
426,3,Dark Victory,1939,1370,0031210
427,2,Essex and Elizabeth,1939,1371,0031826
428,2,Young Mr. Lincoln,1939,1382,0032155
429,2,Jesse James,1939,1383,0031507
430,2,Drums Along the Mohawk,1939,1384,0031252
431,2,"Story of Alexander Graham Bell, The",1939,1385,0031981
432,0,"Flying Deuces, The",1939,1973,0031322
433,0,"Hunchback of Notre Dame, The",1939,2086,0031455
434,2,At the Circus,1939,2372,0031060
435,3,"Gorilla, The",1939,2555,0031387
436,1,Mr. Wong in Chinatown,1939,2622,0031680
437,1,Of Mice and Men,1939,2851,0031742
438,3,"Rules of the Game, The",1939,3089,0031885
439,3,Babes in Arms,1939,3723,0031066
440,3,Destry Rides Again,1939,5634,0031225
441,3,Nancy Drew... Reporter,1939,5763,0031709
442,3,"Adventures of Sherlock Holmes, The",1939,5863,0031022
443,2,Mr. Smith Goes to Washington,1939,5946,0031679
444,3,Jamaica Inn,1939,7322,0031505
445,2,Le jour se l&egrave;ve,1939,8098,0031514
446,0,Gulliver&#39;s Travels,1939,8511,0031397
447,3,Love Affair,1939,9038,0031593
448,0,Gunga Din,1939,10848,0031398
449,2,Only Angels Have Wings,1939,10880,0031762
450,1,Pinocchio,1940,478,0032910
451,3,Rebecca,1940,618,0032976
452,0,"Thief of Bagdad, The",1940,1265,0033152
453,3,"Mortal Storm, The",1940,1501,0032811
454,2,Comrade X,1940,1355,0032349
455,1,Boom Town,1940,1356,0032273
456,0,Strange Cargo,1940,1357,0033105
457,0,"Return of Frank James, The",1940,1366,0032983
458,2,"All This, and Heaven Too",1940,1373,0032194
459,2,"Letter, The",1940,1380,0032701
460,3,"Grapes of Wrath, The",1940,1387,0032551
461,0,A Chump at Oxford,1940,1975,0032339
462,3,"Ape, The",1940,2556,0032215
463,1,Santa Fe Trail,1940,2678,0033021
464,3,His Girl Friday,1940,3033,0032599
465,3,"Sea Hawk, The",1940,3050,0033028
466,3,"Great Dictator, The",1940,3470,0032553
467,3,Pride and Prejudice,1940,4257,0032943
468,3,Primrose Path,1940,4354,0032946
469,2,Chamber of Horrors / Door with the Seven Locks,1940,4363,0032406
470,3,"Dance, Girl, Dance",1940,4415,0032376
471,3,"Philadelphia Story, The",1940,4943,0032904
472,0,Fantasia,1940,5039,0032455
473,3,Anne Of Windy Poplars,1940,5320,0032211
474,3,Gaslight,1940,5773,0031359
475,3,"Last Alarm, The",1940,5802,0032690
476,1,Foreign Correspondent,1940,7311,0032484
477,3,"Shop Around the Corner, The",1940,7861,0033045
478,1,Knute Rockne All American,1940,8480,0032676
479,2,Two-Faced Woman,1941,1331,0034328
480,3,"Shanghai Gesture, The",1941,1512,0034175
481,1,"Maltese Falcon, The",1941,1230,0033870
482,1,Citizen Kane,1941,1266,0033467
483,2,Dumbo,1941,1117,0033563
484,2,"Little Foxes, The",1941,1372,0033836
485,2,"Lady Eve, The",1941,1386,0033804
486,3,"Devil and Miss Jones, The",1941,1682,0033533
487,1,Mr. Bug Goes to Town,1941,1941,0033727
488,1,High Sierra,1941,2410,0033717
489,2,"Wolf Man, The",1941,2436,0034398
490,3,Cheers for Miss Bishop,1941,2446,0033459
491,1,Men of Boys Town,1941,2468,0033902
492,0,49th Parallel,1941,2867,0033627
493,3,Buck Privates,1941,2906,0033436
494,3,Hold That Ghost,1941,2910,0033723
495,3,Meet John Doe,1941,3717,0033891
496,3,Sullivan&#39;s Travels,1941,4359,0034240
497,3,Murder by Invitation,1941,6171,0033928
498,1,Ladies In Retirement,1941,6318,0033802
499,3,Suspicion,1941,7329,0034248
500,0,Sun valley serenade,1941,8625,0034241
501,3,How Green Was My Valley,1941,8983,0033729
502,3,"Reluctant Dragon, The",1941,9025,0034091
503,3,King of the Zombies,1941,9192,0033787
504,2,Ball of Fire,1941,10347,0033373
505,3,"Major and the Minor, The",1942,681,0035019
506,3,"Now, Voyager",1942,689,0035140
507,1,Casablanca,1942,1076,0034583
508,2,"Magnificent Ambersons, The",1942,1289,0035015
509,1,Bambi,1942,1116,0034492
510,1,Son of Fury: The Story of Benjamin Blake,1942,1388,0035360
511,3,For Me and My Gal,1942,1675,0034746
512,3,I Married an Angel,1942,1686,0034882
513,3,Cat People,1942,2708,0034587
514,0,Black Dragons,1942,3518,0034521
515,0,There Was a Father,1942,3789,0034591
516,2,Tales of Manhattan,1942,3875,0035415
517,3,"Man Who Came to Dinner, The",1942,4475,0033874
518,3,Woman of the Year,1942,4870,0035567
519,0,To Be or Not to Be,1942,5303,0035446
520,1,Sherlock Holmes and the Secret Weapon,1942,5859,0035317
521,1,Saboteur,1942,5938,0035279
522,1,Saboteur,1942,5939,0035279
523,3,Mrs. Miniver,1942,6384,0035093
524,0,Saludos Amigos,1942,7696,0036326
525,1,"Corpse Vanishes, The",1942,7697,0034613
526,3,"Gay Sisters, The",1942,10343,0034770
527,3,Old Acquaintance,1943,1374,0036230
528,3,Watch on the Rhine,1943,1375,0036515
529,1,Girl Crazy,1943,1691,0035942
530,3,I Walked with a Zombie,1943,1955,0036027
531,1,"Sky&#39;s the Limit, The",1943,1959,0036363
532,0,Sahara,1943,1987,0036323
533,0,Guadalcanal Diary,1943,1988,0035957
534,3,Tender Comrade,1943,2407,0036418
535,3,Day of Wrath,1943,3753,0036506
536,2,"Life and Death of Colonel Blimp, The",1943,3839,0036112
537,3,Le Corbeau: The Raven,1943,3890,0035753
538,3,Shadow of a Doubt,1943,4617,0036342
539,0,Judo Saga (Sanshiro Sugata),1943,4699,0036400
540,3,Cry &#39;Havoc&#39;,1943,5209,0035770
541,0,Fires Were Started,1943,5554,0035881
542,1,"Ox-Bow Incident, The",1943,6310,0036244
543,3,So Proudly We Hail!,1943,6315,0036367
544,3,Jane Eyre,1943,6781,0036969
545,1,"More the Merrier, The",1943,7410,0036172
546,1,La main du diable,1943,7475,0035017
547,3,Angels of Sin,1943,7834,0035636
548,3,"Seventh Victim, The",1943,8090,0036341
549,3,China,1943,8501,0035735
550,1,Ossessione,1943,8801,0035160
551,3,Millions Like Us,1943,10283,0036160
552,3,Heaven Can Wait,1943,10778,0035979
553,3,Arsenic and Old Lace,1944,201,0036613
554,3,Double Indemnity,1944,1416,0036775
555,2,Mr. Skeffington,1944,1376,0037094
556,3,Meet Me in St. Louis,1944,1676,0037059
557,2,Hail the Conquering Hero,1944,1683,0036891
558,0,Torment,1944,2045,0036914
559,1,Window in the Window,1944,2181,0037469
560,3,Laura,1944,2715,0037008
561,3,Cover Girl,1944,3134,0036723
562,3,Since You Went Away,1944,3154,0037280
563,3,To Have and Have Not,1944,3245,0037382
564,3,I&#39;ll Be Seeing You,1944,3279,0036940
565,3,National Velvet,1944,4222,0037120
566,3,"Most Beautiful (Ichiban utsukushiku), The",1944,4698,0036947
567,3,Lifeboat,1944,5983,0037017
568,0,"Three Caballeros, The",1944,6319,0038166
569,1,Minstrel Man,1944,6420,0037076
570,3,A Canterbury Tale,1944,6515,0036695
571,3,"Uninvited, The",1944,9270,0037415
572,1,Die Feuerzangenbowle,1944,9718,0036818
573,3,Mildred Pierce,1945,794,0037913
574,3,I Know Where I&#39;m Going,1945,1213,0037800
575,3,"Seventh Veil, The",1945,1280,0038924
576,3,Brief Encounter,1945,1544,0037558
577,0,Along Came Jones,1945,1639,0037508
578,3,Isle of the Dead,1945,2004,0037820
579,3,"Enchanted Cottage, The",1945,2434,0037671
580,0,"Objective, Burma!",1945,3271,0037954
581,2,"Lost Weekend, The",1945,3583,0037884
582,1,Detour,1945,3999,0037638
583,3,Spellbound,1945,4252,0038109
584,3,"Rome, Open City",1945,4428,0038890
585,3,Scarlet Street,1945,5081,0038057
586,2,Children of Paradise,1945,5129,0037674
587,3,Keep Your Powder Dry,1945,5677,0037843
588,3,"Woman in Green, The",1945,5856,0038259
589,0,Anchors Aweigh,1945,6017,0037514
590,2,Thin Man Goes Home,1945,6848,0037365
591,1,"Red Dragon, The",1945,6945,0038017
592,3,Dead of Night,1945,7185,0037635
593,3,Les dames du Bois de Boulogne,1945,7835,0037630
594,3,"Wicked Lady, The",1945,9005,0038250
595,3,Leave Her to Heaven,1945,10235,0037865
596,3,"Corn Is Green, The",1945,10345,0037614
597,3,"Bells of St Mary&#39;s, The",1945,10666,0037536
598,2,Notorious,1946,622,0038787
599,3,"Harvey Girls, The",1946,786,0038589
600,1,"Big Sleep, The",1946,971,0038355
601,1,"Postman Always Rings Twice, The",1946,1424,0038854
602,0,Stairway to Heaven,1946,1231,0038733
603,3,Beauty and the Beast,1946,1268,0038348
604,0,Deception,1946,1377,0038461
605,3,Devotion,1946,1381,0038474
606,3,Two Sisters from Boston,1946,1680,0039054
607,3,It&#39;s a Wonderful Life,1946,2235,0038650
608,1,"Jolson Story, The",1946,2654,0038661
609,0,Gilda,1946,2809,0038559
610,3,"Strange Woman, The",1946,3145,0038990
611,1,My Darling Clementine,1946,3783,0038762
612,2,"Best Years of Our Lives, The",1946,3982,0036868
613,3,Dressed to Kill,1946,4002,0038494
614,2,Duel in the sun,1946,4900,0038499
615,1,"Chase, The",1946,5497,0038409
616,2,Song of the South,1946,5646,0038969
617,1,Terror by Night,1946,5872,0039017
618,1,"Dark Corner, The",1946,5961,0038453
619,3,"Stranger, The",1946,7671,0038991
620,1,Make Mine Music,1946,8052,0038718
621,3,"Years Between, The",1946,8354,0039112
622,2,Great Expectations,1946,9182,0038574
623,3,She-Wolf of London,1946,10597,0038934
624,3,Black Narcissus,1947,1211,0039192
625,1,"Exile, The",1947,1235,0039360
626,2,Odd Man Out,1947,1278,0039677
627,2,Good News,1947,1679,0039431
628,3,"Shocking Miss Pilgrim, The",1947,1681,0039819
629,3,"Egg and I, The",1947,2287,0039349
630,2,"Paradine Case, The",1947,2330,0039694
631,3,"Ghost and Mrs. Muir, The",1947,3047,0039420
632,2,Gunfighters,1947,3112,0039441
633,2,Crossfire,1947,4411,0039286
634,2,Calendar Girl,1947,5779,0039236
635,2,Build My Gallows High,1947,6550,0039689
636,3,Nada,1947,7432,0039650
637,1,Fun &amp; Fancy Free,1947,8053,0039404
638,3,Body and Soul,1947,8619,0039204
639,3,Dishonored Lady,1947,8646,0039324
640,3,"Unfinished Dance, The",1947,8729,0039938
641,0,"Lady from Shanghai, The",1947,8756,0040525
642,3,Miracle on 34th Street,1947,8989,0039628
643,1,Gentleman&#39;s Agreement,1947,9598,0039416
644,3,"Voice of the Turtle, The",1947,10350,0039969
645,2,Dark Passage,1947,10523,0039302
646,3,Monsieur Verdoux,1947,10635,0039631
647,0,Red River,1948,1320,0040724
648,3,"Red Shoes, The",1948,1229,0040725
649,1,Hamlet,1948,1232,0040416
650,2,Bonnie Prince Charlie,1948,1236,0040183
651,3,Enchantment,1948,1241,0040321
652,2,Anna Karenina,1948,1262,0040098
653,0,Command Decision,1948,1354,0040242
654,0,Rudolph the Red-Nosed Reindeer,1948,1601,0156031
655,3,Easter Parade,1948,1677,0040308
656,0,Rope,1948,2040,0040746
657,3,"Snake Pit, The",1948,2098,0040806
658,1,Casbah,1948,2256,0040214
659,1,"Fuller Brush Man, The",1948,2300,0040379
660,3,Mr. Blandings Builds His Dream House,1948,2445,0040613
661,0,"Treasure of the Sierra Madre, The",1948,3239,0040897
662,3,I Remember Mama,1948,4390,0040458
663,2,Act of Violence,1948,4944,0041088
664,1,Call Northside 777,1948,5115,0040202
665,3,Joan of Arc,1948,6363,0040491
666,2,Bicycle Thieves,1948,6517,0040522
667,1,Melody Time,1948,8054,0040580
668,1,Macbeth,1948,8264,0040558
669,0,It Happened in Europe,1948,8559,0039949
670,3,Abbott and Costello Meet Frankenstein,1948,10163,0040068
671,1,"Naked City, The",1948,10359,0040636
672,3,Key Largo,1948,10524,0040506
673,3,Brighton Rock,1948,10599,0039220
674,3,Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,1948,10667,0189219
675,0,Make Mine Freedom,1948,11489,0151467
676,0,"Third Man, The",1949,611,0041959
677,3,"Barkleys of Broadway, The",1949,1684,0041158
678,3,On the Town,1949,1690,0041716
679,3,Adam&#39;s Rib,1949,1716,0041090
680,3,Pinky,1949,1736,0041746
681,3,Caught,1949,1841,0040221
682,0,"Set-Up, The",1949,1986,0041859
683,3,Little Women,1949,2232,0041594
684,0,Mighty Joe Young,1949,2651,0041650
685,2,"Man on the Eiffel Tower, The",1949,2849,0041628
686,3,Late Spring,1949,3539,0041154
687,3,A Letter to Three Wives,1949,3967,0041587
688,1,Kind Hearts and Coronets,1949,4008,0041546
689,1,"Fountainhead, The",1949,4554,0041386
690,3,"Heiress, The",1949,6358,0041452
691,2,I Was a Male War Bride,1949,7018,0041498
692,0,"Adventures of Ichabod and Mr. Toad, The",1949,7059,0041094
693,3,Under Capricorn,1949,7341,0042004
694,1,All the King&#39;s Men,1949,9597,0041113
695,0,Tarzan&#39;s Magic Fountain,1949,9702,0041947
696,0,Jour de Fete,1949,9982,0040497
697,3,Flame of My Love,1949,10135,0042031
698,3,Flamingo Road,1949,10174,0041373
699,3,Come to the Stable,1949,10420,0041257
700,3,All About Eve,1950,139,0042192
701,3,Sunset Blvd.,1950,608,0043014
702,3,Cinderella,1950,1057,0042332
703,0,Rashomon,1950,1402,0042876
704,3,Summer Stock,1950,1678,0043012
705,1,"Asphalt Jungle, The",1950,2099,0042208
706,2,Harvey,1950,2596,0042546
707,2,Orpheus,1950,3295,0041719
708,3,Born Yesterday,1950,3990,0042276
709,1,"Flying Saucer, The",1950,4031,0042469
710,2,In a Lonely Place,1950,4417,0042593
711,3,Odette,1950,4521,0043871
712,3,No Way Out,1950,5232,0042792
713,1,D.O.A.,1950,5350,0042369
714,3,Stage Fright,1950,6233,0042994
715,3,Scandal,1950,7144,0042958
716,3,Les enfants terribles,1950,7836,0042436
717,3,Three Secrets,1950,8363,0043045
718,0,Tarzan and the Slave Girl,1950,9700,0043025
719,3,Caged,1950,10059,0042296
720,0,Panic in the Streets,1950,10181,0042832
721,3,Gun Crazy,1950,10663,0042530
722,1,Winchester &#39;73,1950,10799,0043137
723,2,Ace In The Hole,1951,871,0043338
724,2,Strangers on a Train,1951,1417,0044079
725,3,Alice in Wonderland,1951,1207,0043274
726,0,"African Queen, The",1951,1491,0043265
727,3,"Day the Earth Stood Still, The",1951,1916,0043456
728,3,A Streetcar Named Desire,1951,2930,0044081
729,3,Show Boat,1951,2977,0044030
730,1,Diary of a Country Priest,1951,2989,0042619
731,1,An American in Paris,1951,3389,0043278
732,3,Early Summer,1951,3222,0043313
733,1,"Thing from Another World, The",1951,3293,0044121
734,3,Bellissima,1951,3825,0043332
735,3,Take Care of My Little Girl,1951,4510,0044100
736,3,Quo Vadis,1951,5092,0043949
737,3,Cause for Alarm!,1951,5739,0043390
738,3,Westward the Women,1951,6498,0044205
739,3,"Idiot, The",1951,7157,0043614
740,3,Surcos,1951,7435,0044092
741,1,Tarzan&#39;s Peril,1951,9703,0043695
742,3,Singin&#39; in the Rain,1952,612,0045152
743,2,"Magic Box, The",1952,1243,0043769
744,0,"Big Sky, The",1952,1465,0044419
745,3,Lovely to Look at,1952,1689,0044855
746,2,High Noon,1952,2704,0044706
747,1,"Quiet Man, The",1952,2737,0045061
