Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,releaseYear,year,budget,Net_revenue
6982919,/m/0gzw6z,Elmer Gantry,1960-06-29,,147.0,['English Language'],['United States of America'],['Drama'],1960,1960,3000000.0,
17123071,/m/043js0w,Bunraku,2010-09-11,,124.0,"['Japanese Language', 'English Language']",['United States of America'],"['Fantasy', 'Action', 'Drama']",2010,2010,25000000.0,
26588977,/m/0bh9zt4,The Last Exorcism,2010-06,67738090.0,86.0,['English Language'],"['United States of America', 'France']","['Thriller', 'Horror', 'Drama', 'Supernatural']",2010,2010,1800000.0,65938090.0
14706880,/m/03gttvn,Four Christmases,2008-11-26,163733697.0,82.0,['English Language'],"['United States of America', 'Germany']","['Romantic comedy', 'Romance Film', 'Christmas movie', 'Comedy', 'Holiday Film']",2008,2008,80000000.0,83733697.0
961937,/m/03tpl2,Fathers' Day,1997-05-09,35681080.0,99.0,['English Language'],['United States of America'],"['Buddy film', 'Road movie', 'Screwball comedy', 'Adventure Comedy', 'Comedy', 'Romance Film', 'Teen']",1997,1997,85000000.0,-49318920.0
22222683,/m/05q9s80,The Treatment,2006-04-28,,86.0,['English Language'],['United States of America'],"['Romance Film', 'Drama', 'Comedy']",2006,2006,900000.0,
90156,/m/0mf0h,Vibes,1988,1883811.0,100.0,['English Language'],['United States of America'],"['Action/Adventure', 'Mystery', 'Fantasy', 'Adventure', 'Comedy']",1988,1988,1884000.0,-189.0
15169291,/m/03hklr_,12 Rounds,2009-03-19,18184083.0,108.0,['English Language'],['United States of America'],"['Action Thrillers', 'Thriller', 'Action', 'Crime Fiction']",2009,2009,20000000.0,-1815917.0
255898,/m/01ly1t,Mad Max,1979-04-12,100000000.0,88.0,['English Language'],['Australia'],"['Thriller', 'Tragedy', 'Adventure', 'World cinema', 'Doomsday film', 'Chase Movie', 'Science Fiction', 'Cult', 'Apocalyptic and post-apocalyptic fiction', 'Biker Film', 'Action']",1979,1979,400000.0,99600000.0
3006708,/m/08k40m,Hot Fuzz,2007-02-14,80573774.0,120.0,['English Language'],"['France', 'United States of America', 'United Kingdom']","['Parody', 'Crime Fiction', 'Buddy film', 'Action Comedy', 'Action/Adventure', 'Mystery', 'Satire', 'Comedy', 'Black comedy', 'Action']",2007,2007,12000000.0,68573774.0
12224231,/m/02vwhbj,Elegy,2008-04-18,14894347.0,112.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']",2008,2008,13000000.0,1894347.0
1428132,/m/050r7y,Cool Runnings,1993-10-01,154856263.0,98.0,"['German', 'English Language']",['United States of America'],"['Sports', 'Family Film', 'Comedy', 'Adventure']",1993,1993,14000000.0,140856263.0
1726126,/m/05rfst,A History of Violence,2005-05-16,60740827.0,100.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Crime Thriller', 'Marriage Drama', 'Drama', 'Psychological thriller']",2005,2005,32000000.0,28740827.0
28980301,/m/0chttcc,Sound of Noise,2010-05-18,,98.0,['Swedish Language'],"['France', 'Denmark', 'Sweden']","['Thriller', 'Crime Fiction', 'Dance', 'World cinema', 'Cult', 'Musical', 'Comedy', 'Music', 'Romance Film', 'Family Film', 'Slapstick']",2010,2010,4466000.0,
274258,/m/01p3ty,Dilwale Dulhania Le Jayenge,1995-10-19,,183.0,"['Hindi Language', 'Punjabi language', 'English Language', 'Urdu Language']",['India'],"['Coming of age', 'World cinema', 'Musical', 'Drama', 'Comedy', 'Romantic drama', 'Family Film', 'Romance Film', 'Bollywood']",1995,1995,13200000.0,
9459814,/m/0289qmt,Jet Pilot,1957,,120.0,['English Language'],['United States of America'],"['Romantic comedy', 'Action/Adventure', 'Drama', 'Comedy', 'War film', 'Action']",1957,1957,9000000.0,
105434,/m/0qf2t,Trainspotting,1996-02-23,72000000.0,94.0,['English Language'],['United Kingdom'],"['Crime Fiction', 'Buddy film', 'Indie', 'Comedy-drama', 'Addiction Drama', 'Cult', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']",1996,1996,4000000.0,68000000.0
234382,/m/01j1rb,Elephant,2003-05-18,10020543.0,80.0,"['German Language', 'English Language']",['United States of America'],"['LGBT', 'Crime Fiction', 'Drama', 'Indie', 'Teen']",2003,2003,3000000.0,7020543.0
3296177,/m/093_k0,Virus,1999,30652005.0,100.0,['English Language'],['United States of America'],"['Science Fiction', 'Horror']",1999,1999,75000000.0,-44347995.0
31316475,/m/0gjc4d3,Man of Steel,2013-06-14,,,['English Language'],['United States of America'],"['Science Fiction', 'Action', 'Fantasy', 'Adventure']",2013,2013,225000000.0,
16652785,/m/02x6m8l,Flawless,2007-02-11,6819587.0,108.0,['English Language'],"['United Kingdom', 'Luxembourg']","['Crime Fiction', 'Thriller', 'Drama']",2007,2007,20000000.0,-13180413.0
26768675,/m/0bf2sc2,How Do You Know,2010-12-17,48668907.0,121.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",2010,2010,120000000.0,-71331093.0
6590245,/m/0gcwj9,Big Bully,1996-01-26,2042530.0,90.0,['English Language'],['United States of America'],"['Romantic comedy', 'Family Film', 'Comedy-drama', 'Comedy']",1996,1996,15000000.0,-12957470.0
20232612,/m/04z_xpp,Go Go Tales,2007,,105.0,['English Language'],"['France', 'United States of America', 'Italy']","['Screwball comedy', 'Drama', 'Indie', 'Comedy']",2007,2007,4000000.0,
1289336,/m/04qbts,The Replacement Killers,1998-02-06,,86.0,"['English Language', 'Standard Cantonese']",['United States of America'],"['Thriller', 'Crime Fiction', 'Action Thrillers', 'Action/Adventure', 'Crime Thriller', 'Action']",1998,1998,30000000.0,
473273,/m/02drvf,Jurassic Park III,2001-07-18,368780809.0,90.0,['English Language'],['United States of America'],"['Thriller', 'Natural horror films', 'Science Fiction', 'Horror', 'Adventure', 'Action/Adventure', 'Monster', 'Action']",2001,2001,93000000.0,275780809.0
2542546,/m/07l_tb,He Who Gets Slapped,1924-12-22,,80.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Indie', 'Black-and-white']",1924,1924,172000.0,
600209,/m/02v5md,Kalifornia,1993-09-03,2395231.0,118.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Road movie', 'Drama', 'Crime Thriller']",1993,1993,9000000.0,-6604769.0
1129009,/m/048s88,Re-Animator,1985-10-18,2023414.0,86.0,"['German Language', 'English Language']",['United States of America'],"['Science Fiction', 'Horror', 'Sci-Fi Horror', 'Cult', 'Comedy', 'Zombie Film', 'Horror Comedy']",1985,1985,900000.0,1123414.0
8528824,/m/0276r92,Altered,2006,,88.0,['English Language'],['United States of America'],"['Science Fiction', 'Sci-Fi Horror', 'Horror', 'Psychological thriller']",2006,2006,8000000.0,
1009560,/m/03ywjl,Wicker Park,2004-09-03,21568818.0,115.0,['English Language'],['United States of America'],"['Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Romantic drama', 'Romance Film']",2004,2004,30000000.0,-8431182.0
31640449,/m/0gmfhlp,Playback,2012-02-08,,98.0,['English Language'],['United States of America'],"['Thriller', 'Horror']",2012,2012,7500000.0,
6194624,/m/0fw4px,Header,2006-08-12,,89.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Horror', 'Indie', 'Mystery', 'Drama', 'Comedy', 'Slasher']",2006,2006,349999.0,
291610,/m/01qncf,Drugstore Cowboy,1989-09-09,4729352.0,104.0,['English Language'],['United States of America'],"['Crime Fiction', 'Indie', 'Crime Drama', 'Road movie', 'Addiction Drama', 'Period piece', 'Drama']",1989,1989,2500000.0,2229352.0
11682101,/m/02rntpp,Space Chimps,2008-07-18,64834964.0,81.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Computer Animation', 'Animal Picture', 'Animation', 'Comedy', 'Family Film']",2008,2008,37000000.0,27834964.0
1417586,/m/04_w4c,Falling from Grace,1992-02-21,,100.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Music']",1992,1992,3.0,
3569957,/m/09m6vx,Monkey Shines,1988,,115.0,['English Language'],['United States of America'],"['Cult', 'Natural horror films', 'Horror', 'Slasher', 'Psychological thriller']",1988,1988,7000000.0,
627935,/m/02y8kn,Mark of the Vampire,1935-04-26,,60.0,['English Language'],['United States of America'],"['Thriller', 'Detective fiction', 'Horror', 'Detective', 'Gothic Film', 'Black-and-white', 'Mystery']",1935,1935,305177.0,
99454,/m/0pd4f,Patton,1970-03-26,61749765.0,170.0,"['Arabic Language', 'Italian Language', 'English Language', 'French Language', 'Russian Language', 'German Language']",['United States of America'],"['Biography', 'Biopic [feature]', 'Epic', 'Action/Adventure', 'Drama', 'War film', 'Biographical film', 'Action', 'New Hollywood']",1970,1970,12000000.0,49749765.0
451109,/m/02b0w4,Delicatessen,1991-04-17,,98.0,['French Language'],['France'],"['World cinema', 'Absurdism', 'Surrealism', 'Comedy', 'Black comedy', 'Fantasy Comedy']",1991,1991,4000000.0,
17848676,/m/047cvy4,An American Carol,2008-10-03,7013191.0,83.0,['English Language'],['United States of America'],"['Parody', 'Indie', 'Holiday Film', 'Satire', 'Comedy', 'Political cinema']",2008,2008,20000000.0,-12986809.0
11064164,/m/02qzsh9,Capone,1975-04-16,,97.0,['English Language'],"['United States of America', 'Canada']","['Crime Fiction', 'Short Film', 'Drama']",1975,1975,970000.0,
1125221,/m/048f00,National Lampoon's Christmas Vacation,1989-12-01,71319546.0,97.0,['English Language'],['United States of America'],"['Christmas movie', 'Family Film', 'Comedy', 'Holiday Film', 'Slapstick']",1989,1989,27000000.0,44319546.0
145663,/m/012jfb,Bowling for Columbine,2002-05-15,58008423.0,120.0,['English Language'],"['United States of America', 'Canada', 'Germany']","['Culture & Society', 'Indie', 'History', 'Law & Crime', 'Political cinema', 'Social issues', 'Documentary']",2002,2002,4000000.0,54008423.0
2444093,/m/07dg8l,Æon Flux,2005-12-01,52304001.0,93.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Action', 'Adventure', 'Dystopia']",2005,2005,62000000.0,-9695999.0
2698486,/m/07yp85,The Shaggy Dog,2006-03-10,87134280.0,99.0,['English Language'],['United States of America'],"['Family Film', 'Fantasy', 'Comedy']",2006,2006,50000000.0,37134280.0
1745339,/m/05spkm,A Lot Like Love,2005-04-21,42886719.0,107.0,"['English Language', 'American Sign Language']",['United States of America'],"['Romantic comedy', 'Drama', 'Romance Film', 'Comedy-drama', 'Comedy']",2005,2005,30000000.0,12886719.0
1788654,/m/05x0rs,Novocaine,2001-09-08,,95.0,"['French Language', 'English Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Crime Comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'Neo-noir']",2001,2001,6000000.0,
828607,/m/03ffzz,Savior,1998,,104.0,"['Serbo-Croatian', 'English Language']",['United States of America'],"['Drama', 'Political drama', 'War film']",1998,1998,10000000.0,
6661682,/m/0gghcb,Swayamvaram,1972,,131.0,['Malayalam Language'],['India'],['Drama'],1972,1972,39000.0,
14979283,/m/03h3kjc,10 to Midnight,1983,7175592.0,103.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Action Thrillers', 'Action/Adventure', 'Crime Thriller', 'Action']",1983,1983,4520000.0,2655592.0
669480,/m/031dtk,The Company,2003,,112.0,['English Language'],"['United States of America', 'Germany']","['Music', 'Dance', 'Drama', 'Indie', 'Romance Film']",2003,2003,15000000.0,
1152416,/m/04bsng,Antitrust,2001-01-12,18195610.0,110.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",2001,2001,30000000.0,-11804390.0
223902,/m/01gm5j,Klute,1971,12512637.0,114.0,['English Language'],['United States of America'],"['Thriller', 'Detective fiction', 'Detective', 'Mystery', 'Drama', 'Crime Thriller', 'New Hollywood']",1971,1971,2500000.0,10012637.0
20388612,/m/04zzpj5,The Secret Invasion,1964-09-16,,95.0,[],['United States of America'],"['Action/Adventure', 'Thriller', 'Action', 'Drama', 'War film']",1964,1964,600000.0,
15713038,/m/03nq_dr,Jennifer's Body,2009-09-10,31556061.0,102.0,"['English Language', 'Spanish Language']",['United States of America'],"['Parody', 'Horror', 'Supernatural', 'Satire', 'Comedy', 'Black comedy', 'Teen', 'Horror Comedy']",2009,2009,16000000.0,15556061.0
1549991,/m/059mfz,Slums of Beverly Hills,1998-05-21,,91.0,['English Language'],['United States of America'],"['Indie', 'Comedy-drama', 'Period piece', 'Coming of age', 'Comedy', 'Drama', 'Black comedy', 'Domestic Comedy']",1998,1998,5000000.0,
17981954,/m/047t8qg,Bart Got a Room,2008,,80.0,['English Language'],['United States of America'],"['Coming of age', 'Comedy', 'Teen', 'Indie']",2008,2008,2000000.0,
20466834,/m/04zz0hr,Chill,2007,,88.0,['English Language'],['United States of America'],"['Thriller', 'Horror']",2007,2007,850000.0,
6858830,/m/0gsymm,Captivity,2007-07-13,10921200.0,96.0,['English Language'],"['United States of America', 'Russia']","['Thriller', 'Psychological thriller', 'Horror', 'Slasher', 'Indie']",2007,2007,17000000.0,-6078800.0
7758260,/m/0kvgp3,Outlander,2008-05-16,7033683.0,115.0,"['French Language', 'Icelandic Language', 'English Language']",['United States of America'],"['Science Fiction', 'Action']",2008,2008,50000000.0,-42966317.0
1752246,/m/05t54s,Live Free or Die Hard,2007-06-12,383531464.0,129.0,"['French Language', 'Italian Language', 'English Language']","['United States of America', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Action Thrillers', 'Action']",2007,2007,110000000.0,273531464.0
2828905,/m/085bd1,Alice in Wonderland,1999-02-28,,150.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Adventure', 'Television movie', 'Costume drama', 'Fantasy', 'Comedy', 'Family Film']",1999,1999,21000000.0,
1546168,/m/0599rp,Heaven & Earth,1993-12-13,,135.0,"['Vietnamese Language', 'English Language']","['France', 'United States of America']","['Docudrama', 'Period piece', 'Marriage Drama', 'Drama', 'War film', 'Biographical film', 'Action']",1993,1993,33000000.0,
11414473,/m/04t46v,Finding Forrester,2000-12-19,80701064.0,136.0,['English Language'],['United States of America'],"['Drama', 'Coming of age']",2000,2000,43000000.0,37701064.0
27098,/m/06r2_,Star Trek II: The Wrath of Khan,1982-06-04,97000000.0,112.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Family Film', 'Action', 'Adventure']",1982,1982,12000000.0,85000000.0
27097,/m/06r2h,Star Trek: First Contact,1996-11-18,146027888.0,110.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Action', 'Time travel', 'Adventure']",1996,1996,46000000.0,100027888.0
25102073,/m/09gkx35,The Guard,2011-01-20,17622501.0,92.0,"['Irish', 'English Language', 'Gaelic']",['Ireland'],"['Thriller', 'Crime Fiction', 'World cinema', 'Action/Adventure', 'Drama', 'Comedy', 'Black comedy', 'Action']",2011,2011,6000000.0,11622501.0
1482874,/m/054_9z,Saratoga Trunk,1945-11-21,,135.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama', 'Black-and-white']",1945,1945,1750000.0,
188902,/m/019vhk,Gangs of New York,2002-12-09,193772504.0,167.0,"['Irish', 'Chinese language', 'English Language', 'Latin Language']","['United States of America', 'Italy']","['Crime Fiction', 'Gangster Film', 'Costume drama', 'Historical fiction', 'Epic', 'Period piece', 'Drama', 'Political drama', 'Historical drama']",2002,2002,100000000.0,93772504.0
1373876,/m/04xndx,My Family,1995-05-03,,126.0,"['English Language', 'Spanish Language']",['United States of America'],"['Period piece', 'Drama', 'Indie']",1995,1995,5500000.0,
422269,/m/026lgs,Contact,1997-07-11,171120329.0,149.0,"['Russian Language', 'English Language', 'German Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Mystery', 'Science Fiction', 'Drama', 'Film adaptation']",1997,1997,90000000.0,81120329.0
33300657,/m/0crxxp_,YellowBrickRoad,2010,,99.0,[],['United States of America'],"['Thriller', 'Horror', 'Indie', 'Teen', 'Psychological thriller']",2010,2010,500000.0,
5847229,/m/0f8t7l,Firestorm,1998-01-07,,89.0,['English Language'],['United States of America'],"['Disaster', 'Thriller', 'Action', 'Action/Adventure']",1998,1998,19000000.0,
3828251,/m/0b21hk,Forces of Nature,1999-03-12,93888185.0,106.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",1999,1999,75000000.0,18888185.0
12190400,/m/02vt__m,Outlaw Blues,1977-08,,100.0,[],['United States of America'],"['Romantic comedy', 'Road movie', 'Comedy-drama', 'Drama', 'Chase Movie']",1977,1977,1900000.0,
286836,/m/01q3y4,Jude,1996-10-04,409144.0,122.0,"['English Language', 'Latin Language']",['United Kingdom'],"['Tragedy', 'Indie', 'Costume drama', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Erotica']",1996,1996,7000000.0,-6590856.0
1524739,/m/057z1g,Lianna,1983-01-18,,113.0,['English Language'],['United States of America'],"['LGBT', 'Erotic Drama', 'Indie', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama', 'Romance Film', 'Feminist Film']",1983,1983,300.0,
5766046,/m/0f3hz7,Shade,2003-06-21,459098.0,102.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Gangster Film', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",2003,2003,6800000.0,-6340902.0
3090812,/m/08qsz2,Bringing Down the House,2003,164729679.0,105.0,['English Language'],['United States of America'],"['Romantic comedy', 'Screwball comedy', 'Comedy of Errors', 'Crime Comedy', 'Comedy']",2003,2003,20000000.0,144729679.0
2509831,/m/07jwy4,The Box,2009-09-17,32924206.0,115.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Science Fiction', 'Drama', 'Crime Thriller']",2009,2009,30000000.0,2924206.0
840058,/m/03fzcv,42nd Street,1933,2250000.0,89.0,['English Language'],['United States of America'],"['Backstage Musical', 'Musical', 'Pre-Code', 'Black-and-white', 'Musical comedy']",1933,1933,439000.0,1811000.0
13259400,/m/03b_knt,Cutaway,2000,,100.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Thriller', 'Indie']",2000,2000,9.0,
13828139,/m/03ckj49,Control,2004-12-07,,98.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Science Fiction', 'Psychological thriller', 'Action/Adventure', 'Crime Thriller', 'Action']",2004,2004,6800000.0,
1141438,/m/049xgc,The Aviator,2004,213741459.0,170.0,['English Language'],"['United States of America', 'Japan', 'Germany']","['Biography', 'Japanese Movies', 'Period piece', 'Drama', 'Biographical film', 'Airplanes and airports']",2004,2004,116000000.0,97741459.0
24466462,/m/07s3r7c,Womb,2010-07-15,,107.0,['English Language'],"['France', 'Hungary', 'Germany']","['Romance Film', 'Drama', 'Science Fiction', 'World cinema', 'Indie']",2010,2010,3100000.0,
6432572,/m/0g54bd,The Covenant,2006-09-08,37597471.0,97.0,['English Language'],['United States of America'],"['Thriller', 'Fantasy', 'Action', 'Horror', 'Supernatural']",2006,2006,20000000.0,17597471.0
384990,/m/0221zw,"Sex, Lies, and Videotape",1989-01-20,36741667.0,100.0,['English Language'],['United States of America'],['Drama'],1989,1989,1200000.0,35541667.0
739259,/m/0377m8,Blind Date,1987-03-27,39321715.0,95.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy', 'Slapstick']",1987,1987,18000000.0,21321715.0
24709671,/m/0809y9x,The Conspirator,2010-09-11,15478800.0,122.0,['English Language'],['United States of America'],"['Crime Fiction', 'Historical fiction', 'Drama', 'Historical drama', 'Courtroom Drama']",2010,2010,25000000.0,-9521200.0
1844221,/m/060dpr,El Topo,1970,,124.0,['Spanish Language'],['Mexico'],"['Action/Adventure', 'Indie', 'World cinema', 'Experimental film', 'Existentialism', 'Surrealism', 'Cult', 'Western', 'Drama', 'Hybrid Western', 'Acid western', 'Avant-garde']",1970,1970,400000.0,
3383952,/m/098s2w,"Girl, Interrupted",1999-12-08,48350205.0,127.0,['English Language'],"['United States of America', 'Germany']","['Melodrama', 'Psychological thriller', 'Period piece', 'Drama', 'Coming of age', 'Biographical film']",1999,1999,40000000.0,8350205.0
1954311,/m/068mwz,"Silent Night, Deadly Night",1984-11-09,2491460.0,85.0,['English Language'],['United States of America'],"['Horror', 'Slasher', 'Indie']",1984,1984,1065000.0,1426460.0
5640372,/m/0dxr5g,Drillbit Taylor,2008-03-20,49690625.0,110.0,['English Language'],['United States of America'],"['Comedy', 'Teen']",2008,2008,40000000.0,9690625.0
11337966,/m/02r858_,The Sweet Hereafter,1997,3263585.0,110.0,['English Language'],['Canada'],"['Ensemble Film', 'Indie', 'Drama', 'Film adaptation', 'Disaster', 'Courtroom Drama']",1997,1997,5000000.0,-1736415.0
29034540,/m/0dgst_d,My Week with Marilyn,2011-10-09,71986895.0,98.0,['English Language'],"['United States of America', 'United Kingdom']","['Biographical film', 'Historical fiction', 'Drama']",2011,2011,6400000.0,65586895.0
31201599,/m/0gj9tn5,Ted,2012-06-29,488965740.0,106.0,['English Language'],['United States of America'],['Comedy'],2012,2012,50000000.0,438965740.0
3170260,/m/08wvqf,Waking the Dead,2000-01-22,327418.0,104.0,['English Language'],['United States of America'],"['Thriller', 'Indie', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']",2000,2000,8500000.0,-8172582.0
578001,/m/02rxf6,Romancing the Stone,1984-03-30,86572238.0,106.0,"['French Language', 'English Language', 'Spanish Language']","['Mexico', 'United States of America']","['Romantic comedy', 'Adventure', 'Action/Adventure', 'Adventure Comedy', 'Comedy', 'Romance Film', 'Action']",1984,1984,10000000.0,76572238.0
44366,/m/0c2wy,Where the Heart Is,2000-04-28,,120.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Comedy']",2000,2000,15000000.0,
6121312,/m/0fr63l,Mighty Joe Young,1998-12-25,50632037.0,114.0,"['Swahili Language', 'English Language']",['United States of America'],"['Thriller', 'Family Film', 'Action', 'Fantasy', 'Adventure']",1998,1998,90000000.0,-39367963.0
13470131,/m/03c6cnv,Expelled: No Intelligence Allowed,2008-04-18,7700000.0,95.0,['English Language'],['United States of America'],"['Culture & Society', 'Indie', 'Documentary']",2008,2008,3500000.0,4200000.0
3644661,/m/09rx5c,The Scarlet Empress,1934,,110.0,['English Language'],['United States of America'],"['Biography', 'Historical fiction', 'Black-and-white', 'Period piece', 'Pre-Code', 'Biopic [feature]', 'Drama', 'Romantic drama', 'Romance Film']",1934,1934,900000.0,
2420966,/m/07bwjk,Tenacious D in The Pick of Destiny,2006-11-22,13908762.0,94.2,['English Language'],"['United States of America', 'Germany']","['Parody', 'Cult', 'Stoner film', 'Comedy', 'Musical comedy']",2006,2006,22000000.0,-8091238.0
558970,/m/02pynz,The Secret of NIMH,1982-07-02,14665733.0,83.0,['English Language'],['United States of America'],"['Science Fiction', 'Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Animation', 'Drama', ""Children's Fantasy"", 'Fantasy', 'Family Film']",1982,1982,7000000.0,7665733.0
750694,/m/0386bw,Stuart Little 2,2002-07-19,169956806.0,88.0,['English Language'],['United States of America'],"['Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Computer Animation', 'Fantasy', 'Comedy', 'Family Film', 'Family-Oriented Adventure']",2002,2002,120000000.0,49956806.0
2222699,/m/06x43v,Rush Hour 3,2007-07-30,258022233.0,91.0,"['French Language', 'Japanese Language', 'Latin Language', 'English Language', 'Standard Mandarin']","['United States of America', 'France', 'Germany']","['Thriller', 'Crime Fiction', 'Buddy film', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action']",2007,2007,140000000.0,118022233.0
4087825,/m/0bhc_c,American Outlaws,2001-08-17,13342790.0,93.0,['English Language'],['United States of America'],"['Costume drama', 'Action/Adventure', 'Revisionist Western', 'Western', 'Comedy', 'Action']",2001,2001,35000000.0,-21657210.0
294998,/m/01r35n,Home Alone 2: Lost in New York,1992-11-15,358994850.0,120.0,"['French Language', 'English Language']",['United States of America'],"['Crime Fiction', 'Thriller', 'Adventure', ""Children's/Family"", 'Christmas movie', 'Comedy', 'Family Film', 'Slapstick']",1992,1992,18000000.0,340994850.0
4086317,/m/0bh9yc,Razorback,1984-11-02,,107.0,['English Language'],"['United States of America', 'Australia']","['Thriller', 'Natural horror films', 'Horror']",1984,1984,5500000.0,
1128444,/m/048qfd,The Mother,2003-11-14,,112.0,['English Language'],"['England', 'United Kingdom']","['Romantic drama', 'Romance Film', 'Drama']",2003,2003,2500000.0,
21037,/m/0590l,Meet the Feebles,1989,,92.0,['English Language'],['New Zealand'],"['Parody', 'Black comedy', 'Gross-out film', 'Comedy', 'Gross out']",1989,1989,750000.0,
518928,/m/02kvpf,Secret Window,2004-03-12,92913171.0,96.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Horror', 'Psychological thriller']",2004,2004,40000000.0,52913171.0
70647,/m/0j90s,Guess Who's Coming to Dinner,1967-12-11,56666667.0,108.0,['English Language'],['United States of America'],"['Comedy of manners', 'Family Drama', 'Comedy-drama', 'Drama', 'Romantic drama', 'Romance Film']",1967,1967,4000000.0,52666667.0
8481,/m/02c6d,Dressed to Kill,1980-06-23,31899000.0,105.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Erotica', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Suspense', 'Crime Thriller', 'Slasher', 'Indie']",1980,1980,6500000.0,25399000.0
22729553,/m/05zy3sc,The Blind Side,2009-11-17,309208309.0,129.0,['English Language'],['United States of America'],"['Biography', 'Inspirational Drama', 'Family Drama', 'Docudrama', 'Sports', 'Drama', 'Film adaptation']",2009,2009,29000000.0,280208309.0
35615581,/m/0jkzv01,The Hunt,2012-05-20,,115.0,['Danish Language'],['Denmark'],['Drama'],2012,2012,3800000.0,
24388527,/m/07s4nv0,Of Unknown Origin,1983-11-24,1080470.0,88.0,['English Language'],"['United States of America', 'Canada']","['Natural horror films', 'Horror', 'Horror Comedy']",1983,1983,4000000.0,-2919530.0
396470,/m/023byx,The Banger Sisters,2002-09-08,38068353.0,94.0,['English Language'],['United States of America'],"['Comedy-drama', 'Buddy film', 'Comedy']",2002,2002,10000000.0,28068353.0
3667955,/m/09tcg4,Angela's Ashes,1999-12-25,13042112.0,145.0,['English Language'],"['United States of America', 'Ireland']","['Biography', 'Family Drama', 'Period piece', 'Coming of age', 'Film adaptation', 'Drama']",1999,1999,25.0,13042087.0
488623,/m/02gk59,Dr. Phibes Rises Again,1972,,89.0,['English Language'],['United Kingdom'],"['Cult', 'Master Criminal Films', 'Horror', 'Costume Horror']",1972,1972,75000.0,
20869325,/m/07xxhc,The Tortoise and the Hare,1935,,9.0,['English Language'],['United States of America'],['Short Film'],1935,1935,32671.0,
1405697,/m/04zzjh,Don't Look Now,1973-10-16,,110.0,"['Italian Language', 'English Language']","['Italy', 'United Kingdom']","['Thriller', 'Horror', 'Erotica', 'Supernatural', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense']",1973,1973,1500000.0,
161880,/m/015gm8,Hud,1963,,112.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Drama', 'Film adaptation']",1963,1963,2500000.0,
2933385,/m/08dl83,Freddy's Dead: The Final Nightmare,1991-09-13,34872033.0,90.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen', 'Supernatural']",1991,1991,11000000.0,23872033.0
12213090,/m/02vw2b6,Traitor,2008-08-21,27640957.0,114.0,"['Arabic Language', 'English Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action', 'Spy']",2008,2008,22000000.0,5640957.0
